Date,vol_forecast
2003/9/24,14.4605637
2003/9/25,17.57742336
2003/9/26,16.90010807
2003/9/29,16.34095619
2003/9/30,16.16395355
2003/10/1,16.42604477
2003/10/2,19.52429577
2003/10/3,18.28476467
2003/10/6,17.81164999
2003/10/7,16.82637114
2003/10/8,15.95873652
2003/10/9,15.3571074
2003/10/10,14.63435753
2003/10/13,13.80884862
2003/10/14,13.51329713
2003/10/15,12.90244565
2003/10/16,12.34552976
2003/10/17,11.79357236
2003/10/20,12.75450676
2003/10/21,12.33948168
2003/10/22,11.70932878
2003/10/23,14.16800687
2003/10/24,13.44849234
2003/10/27,13.05421558
2003/10/28,12.38136616
2003/10/29,14.2372636
2003/10/30,13.4332025
2003/10/31,12.73367955
2003/11/3,12.1738735
2003/11/4,12.2399454
2003/11/5,12.09929767
2003/11/6,11.53960123
2003/11/7,11.36840929
2003/11/10,11.20812545
2003/11/11,11.26674968
2003/11/12,10.75218787
2003/11/13,11.88595153
2003/11/14,11.30032272
2003/11/17,11.70948166
2003/11/18,11.80551941
2003/11/19,12.46748496
2003/11/20,12.51071409
2003/11/21,12.89685543
2003/11/24,12.22055397
2003/11/25,14.45052097
2003/11/26,13.63655819
2003/11/28,13.04472001
2003/12/1,12.35277977
2003/12/2,13.11468645
2003/12/3,12.59627403
2003/12/4,12.01107964
2003/12/5,11.62712226
2003/12/8,11.9963065
2003/12/9,11.98813744
2003/12/10,12.48515445
2003/12/11,11.87311471
2003/12/12,12.78410757
2003/12/15,12.16344622
2003/12/16,12.06988586
2003/12/17,11.93564931
2003/12/18,11.34314993
2003/12/19,12.44913049
2003/12/22,11.81891652
2003/12/23,11.38145246
2003/12/24,10.90517935
2003/12/26,10.49548019
2003/12/29,10.05616802
2003/12/30,11.64165151
2003/12/31,11.07513553
2004/1/2,10.59033224
2004/1/5,10.33478104
2004/1/6,11.8478711
2004/1/7,11.2644191
2004/1/8,10.77479763
2004/1/9,10.56840478
2004/1/12,11.42185301
2004/1/13,11.11642689
2004/1/14,11.1083778
2004/1/15,11.41319519
2004/1/16,10.87300244
2004/1/20,10.94246723
2004/1/21,10.47694817
2004/1/22,10.77810384
2004/1/23,10.51298487
2004/1/26,10.16798587
2004/1/27,11.63542747
2004/1/28,12.51161487
2004/1/29,14.29863111
2004/1/30,13.70071542
2004/2/2,13.06672233
2004/2/3,12.47727648
2004/2/4,11.82842121
2004/2/5,12.31701264
2004/2/6,11.7025193
2004/2/9,12.93980235
2004/2/10,12.37825862
2004/2/11,11.99066391
2004/2/12,12.67460175
2004/2/13,12.3952072
2004/2/17,12.23748291
2004/2/18,12.66682111
2004/2/19,12.33314835
2004/2/20,11.99586028
2004/2/23,11.53122865
2004/2/24,11.13057612
2004/2/25,10.68721584
2004/2/26,10.38404935
2004/2/27,9.941861717
2004/3/1,9.547887684
2004/3/2,10.45924469
2004/3/3,10.65867442
2004/3/4,10.202284
2004/3/5,9.890914126
2004/3/8,9.515967082
2004/3/9,10.44806726
2004/3/10,10.61628678
2004/3/11,13.27959167
2004/3/12,15.39140505
2004/3/15,15.8951561
2004/3/16,17.14440789
2004/3/17,16.32336421
2004/3/18,16.52545677
2004/3/19,15.55494062
2004/3/22,16.05605523
2004/3/23,16.90387762
2004/3/24,15.90256899
2004/3/25,15.04373771
2004/3/26,16.62204693
2004/3/29,15.63420057
2004/3/30,16.22199911
2004/3/31,15.35853829
2004/4/1,14.47066753
2004/4/2,13.88551183
2004/4/5,13.81942102
2004/4/6,13.62134773
2004/4/7,12.9569344
2004/4/8,12.92015574
2004/4/12,12.2664327
